booking_id,hotel_id,room_id,created_at,checkin_date,checkout_date,lead_time_days,length_of_stay,num_guests,channel,cancellation_policy,price_per_night,total_price,refundable,is_cancelled,cancel_date,weather_score,events_nearby_level,competitor_price_index,holiday_flag,created_dow,checkin_dow
B006299,H010,H010-R021,30/05/2025,10/10/2025,20/10/2025,133,10,1,OTA-Booking,Semi-Flex,62.32,623.2,1,1,19/09/2025,0.171,0,1.004,0,Friday,Friday
B006300,H015,H015-R037,25/05/2024,10/10/2024,20/10/2024,138,10,1,Corporate,Semi-Flex,86.02,860.2,1,1,21/08/2024,0.857,0,1.059,0,Saturday,Thursday
B006301,H014,H014-R027,07/03/2024,19/05/2024,25/05/2024,73,6,4,OTA-Booking,Flexible,94.28,565.68,1,0,,0.541,0,0.943,0,Thursday,Sunday
B006302,H014,H014-R018,10/10/2024,24/01/2025,29/01/2025,106,5,2,Direct,Flexible,78.72,393.6,1,0,,0.468,0,0.889,0,Thursday,Friday
B006303,H002,H002-R028,17/02/2025,27/02/2025,07/03/2025,10,8,4,OTA-Booking,Semi-Flex,73.59,588.72,1,0,,0.372,0,0.984,0,Monday,Thursday
B006304,H012,H012-R016,22/08/2025,24/12/2025,28/12/2025,124,4,3,Phone,NRF,86.57,346.28,0,0,,0.514,0,0.949,0,Friday,Wednesday
B006305,H001,H001-R009,26/04/2025,06/09/2025,08/09/2025,133,2,3,Corporate,Flexible,72.47,144.94,1,1,27/08/2025,0.402,0,0.963,0,Saturday,Saturday
B006306,H007,H007-R011,07/07/2025,16/11/2025,19/11/2025,132,3,2,Direct,Semi-Flex,49.32,147.96,1,0,,0.528,0,1.047,0,Monday,Sunday
B006307,H011,H011-R054,19/01/2025,12/02/2025,20/02/2025,24,8,4,OTA-Booking,Flexible,60.98,487.84,1,0,,0.365,0,1.115,0,Sunday,Wednesday
B006308,H013,H013-R002,04/06/2024,15/10/2024,20/10/2024,133,5,2,Direct,Flexible,112.92,564.6,1,1,05/08/2024,0.356,0,0.905,0,Tuesday,Tuesday
B006309,H008,H008-R036,22/06/2025,15/07/2025,16/07/2025,23,1,3,OTA-Expedia,NRF,114.38,114.38,0,0,,0.792,0,0.919,0,Sunday,Tuesday
B006310,H005,H005-R028,11/07/2025,05/11/2025,09/11/2025,117,4,4,Direct,Flexible,61.19,244.76,1,0,,0.312,0,0.978,0,Friday,Wednesday
B006311,H005,H005-R032,26/05/2024,19/11/2024,27/11/2024,177,8,2,OTA-Booking,Flexible,68.21,545.68,1,0,,0.341,0,0.967,0,Sunday,Tuesday
B006312,H009,H009-R030,21/05/2025,09/11/2025,19/11/2025,172,10,1,Direct,Flexible,61.28,612.8,1,0,,0.238,1,0.988,0,Wednesday,Sunday
B006313,H013,H013-R016,25/08/2025,25/12/2025,29/12/2025,122,4,3,OTA-Expedia,Flexible,75.98,303.92,1,1,21/10/2025,0.318,0,0.921,1,Monday,Thursday
B006314,H012,H012-R082,25/01/2025,28/02/2025,06/03/2025,34,6,3,OTA-Booking,NRF,96.57,579.42,0,0,,0.657,0,0.928,0,Saturday,Friday
B006315,H004,H004-R027,05/01/2024,08/02/2024,13/02/2024,34,5,4,OTA-Expedia,Flexible,61.86,309.3,1,0,,0.313,1,1.073,0,Friday,Thursday
B006316,H006,H006-R039,28/05/2024,06/08/2024,08/08/2024,70,2,4,OTA-Expedia,NRF,136.95,273.9,0,0,,0.748,0,1.047,0,Tuesday,Tuesday
B006317,H010,H010-R002,11/08/2025,01/09/2025,05/09/2025,21,4,1,OTA-Expedia,NRF,83.6,334.4,0,0,,0.512,0,0.963,0,Monday,Monday
B006318,H010,H010-R007,28/06/2024,09/08/2024,12/08/2024,42,3,2,OTA-Booking,Semi-Flex,90.75,272.25,1,0,,0.692,0,0.958,0,Friday,Friday
B006319,H014,H014-R001,02/02/2024,13/07/2024,17/07/2024,162,4,2,OTA-Booking,Semi-Flex,111.44,445.76,1,0,,0.688,1,0.998,0,Friday,Saturday
B006320,H013,H013-R045,16/04/2025,15/07/2025,16/07/2025,90,1,1,OTA-Expedia,Semi-Flex,131.9,131.9,1,0,,0.808,0,1.097,0,Wednesday,Tuesday
B006321,H011,H011-R002,23/05/2025,27/06/2025,04/07/2025,35,7,3,Direct,NRF,119.79,838.53,0,0,,0.354,0,0.992,0,Friday,Friday
B006322,H008,H008-R055,02/03/2024,27/04/2024,03/05/2024,56,6,2,OTA-Booking,Flexible,95.71,574.26,1,0,,0.653,0,1.013,0,Saturday,Saturday
B006323,H014,H014-R045,09/01/2024,31/01/2024,06/02/2024,22,6,4,OTA-Booking,Flexible,91.42,548.52,1,0,,0.665,1,1.021,0,Tuesday,Wednesday
B006324,H012,H012-R047,09/11/2024,04/12/2024,14/12/2024,25,10,1,OTA-Booking,Flexible,86.77,867.7,1,0,,0.342,1,0.855,0,Saturday,Wednesday
B006325,H007,H007-R012,02/01/2024,15/03/2024,25/03/2024,73,10,2,Corporate,NRF,52.92,529.2,0,0,,0.333,0,0.861,0,Tuesday,Friday
B006326,H008,H008-R045,25/01/2025,21/02/2025,25/02/2025,27,4,2,OTA-Booking,NRF,83.24,332.96,0,0,,0.062,0,0.98,0,Saturday,Friday
B006327,H008,H008-R045,12/07/2024,04/01/2025,10/01/2025,176,6,1,OTA-Booking,NRF,79.73,478.38,0,0,,0.403,0,0.836,0,Friday,Saturday
B006328,H014,H014-R004,05/01/2024,23/02/2024,04/03/2024,49,10,1,Direct,NRF,85.58,855.8,0,0,,0.642,0,1.16,0,Friday,Friday
B006329,H003,H003-R037,18/05/2024,30/07/2024,02/08/2024,73,3,1,Direct,Flexible,115.38,346.14,1,0,,0.443,0,0.971,0,Saturday,Tuesday
B006330,H009,H009-R010,11/11/2024,24/01/2025,01/02/2025,74,8,4,OTA-Expedia,Flexible,53.5,428,1,0,,0.45,0,1.085,0,Monday,Friday
B006331,H010,H010-R020,24/06/2025,23/08/2025,27/08/2025,60,4,4,OTA-Booking,NRF,74.19,296.76,0,0,,0.507,0,1.053,0,Tuesday,Saturday
B006332,H010,H010-R018,13/05/2025,14/06/2025,15/06/2025,32,1,1,OTA-Booking,NRF,83.84,83.84,0,0,,0.582,0,0.919,0,Tuesday,Saturday
B006333,H012,H012-R002,27/06/2025,03/07/2025,09/07/2025,6,6,2,Phone,NRF,156.15,936.9,0,0,,0.554,0,0.971,0,Friday,Thursday
B006334,H015,H015-R044,09/01/2024,27/02/2024,04/03/2024,49,6,3,OTA-Booking,Semi-Flex,72.58,435.48,1,0,,0.444,1,0.929,0,Tuesday,Tuesday
B006335,H011,H011-R032,23/03/2024,29/04/2024,03/05/2024,37,4,2,Direct,NRF,84.18,336.72,0,0,,0.535,0,0.943,0,Saturday,Monday
B006336,H001,H001-R021,06/04/2024,02/05/2024,07/05/2024,26,5,3,OTA-Booking,Semi-Flex,70.6,353,1,0,,0.339,0,0.862,0,Saturday,Thursday
B006337,H009,H009-R018,12/07/2024,30/07/2024,08/08/2024,18,9,1,Phone,NRF,98.15,883.35,0,0,,0.284,1,0.874,0,Friday,Tuesday
B006338,H007,H007-R007,15/01/2024,13/02/2024,21/02/2024,29,8,3,Direct,NRF,57.99,463.92,0,0,,0.086,1,0.891,0,Monday,Tuesday
B006339,H011,H011-R042,27/01/2024,26/03/2024,28/03/2024,59,2,2,OTA-Expedia,Flexible,63.88,127.76,1,0,,0.271,0,1.03,0,Saturday,Tuesday
B006340,H011,H011-R007,30/05/2025,16/11/2025,26/11/2025,170,10,3,OTA-Expedia,NRF,75.31,753.1,0,0,,0.584,0,0.938,0,Friday,Sunday
B006341,H015,H015-R030,03/06/2025,02/10/2025,10/10/2025,121,8,2,Corporate,Flexible,97.51,780.08,1,0,,0.299,0,0.802,0,Tuesday,Thursday
B006342,H013,H013-R062,02/12/2024,23/04/2025,26/04/2025,142,3,4,Direct,Flexible,108.44,325.32,1,1,06/12/2024,0.519,0,0.954,0,Monday,Wednesday
B006343,H012,H012-R064,28/07/2024,30/12/2024,06/01/2025,155,7,3,OTA-Expedia,Flexible,91.01,637.07,1,1,20/10/2024,0.523,1,1.097,0,Sunday,Monday
B006344,H010,H010-R023,05/01/2024,12/04/2024,17/04/2024,98,5,2,OTA-Booking,Semi-Flex,63.54,317.7,1,0,,0.577,0,1.023,0,Friday,Friday
B006345,H010,H010-R011,19/12/2024,23/01/2025,30/01/2025,35,7,3,OTA-Booking,NRF,50.99,356.93,0,0,,0.48,0,1.047,0,Thursday,Thursday
B006346,H002,H002-R011,24/08/2024,19/09/2024,21/09/2024,26,2,4,Direct,Flexible,111.56,223.12,1,0,,0.229,0,1.028,0,Saturday,Thursday
B006347,H001,H001-R004,01/10/2025,30/10/2025,31/10/2025,29,1,1,OTA-Expedia,Flexible,63.52,63.52,1,0,,0.586,1,0.991,0,Wednesday,Thursday
B006348,H011,H011-R006,28/10/2024,29/03/2025,08/04/2025,152,10,2,OTA-Booking,NRF,75.69,756.9,0,0,,0.509,0,0.972,0,Monday,Saturday
B006349,H011,H011-R026,06/01/2024,29/03/2024,04/04/2024,83,6,2,OTA-Booking,Semi-Flex,67.4,404.4,1,0,,0.174,0,0.956,0,Saturday,Friday
B006350,H014,H014-R002,13/01/2024,02/05/2024,03/05/2024,110,1,2,Direct,Flexible,87.67,87.67,1,0,,0.015,0,0.913,0,Saturday,Thursday
B006351,H007,H007-R016,12/09/2025,27/12/2025,30/12/2025,106,3,2,Phone,NRF,60.31,180.93,0,0,,0.506,0,0.955,0,Friday,Saturday
B006352,H003,H003-R060,12/04/2024,16/08/2024,19/08/2024,126,3,1,Direct,NRF,122.48,367.44,0,0,,0.527,0,1.07,0,Friday,Friday
B006353,H015,H015-R051,23/01/2024,10/07/2024,18/07/2024,169,8,3,Phone,Flexible,109.44,875.52,1,1,24/05/2024,0.672,0,1.018,0,Tuesday,Wednesday
B006354,H012,H012-R081,01/01/2025,12/03/2025,18/03/2025,70,6,4,Corporate,Flexible,98.75,592.5,1,1,12/02/2025,0.347,0,0.977,0,Wednesday,Wednesday
B006355,H008,H008-R021,14/07/2025,27/09/2025,05/10/2025,75,8,4,Corporate,Flexible,143.66,1149.28,1,0,,0.271,0,0.93,0,Monday,Saturday
B006356,H015,H015-R013,23/06/2024,13/12/2024,21/12/2024,173,8,1,Direct,NRF,86.13,689.04,0,0,,0.279,1,1.024,0,Sunday,Friday
B006357,H013,H013-R067,27/01/2025,25/03/2025,02/04/2025,57,8,3,Direct,Flexible,87.11,696.88,1,0,,0.457,0,0.998,1,Monday,Tuesday
B006358,H007,H007-R022,27/05/2024,25/06/2024,30/06/2024,29,5,4,OTA-Booking,Flexible,83.65,418.25,1,1,16/06/2024,0.51,0,0.995,0,Monday,Tuesday
B006359,H002,H002-R012,08/11/2024,17/11/2024,27/11/2024,9,10,3,Phone,NRF,83.64,836.4,0,0,,0.491,0,1.029,0,Friday,Sunday
B006360,H004,H004-R034,10/01/2024,05/01/2024,11/01/2024,-5,6,1,OTA-Booking,NRF,59.88,359.28,0,0,,0.536,0,0.929,0,Wednesday,Friday
B006361,H010,H010-R014,30/12/2024,03/06/2025,04/06/2025,155,1,1,OTA-Booking,Flexible,88.31,88.31,1,0,,0.466,0,0.932,0,Monday,Tuesday
B006362,H011,H011-R002,20/03/2024,14/05/2024,18/05/2024,55,4,2,Direct,NRF,86.91,347.64,0,0,,0.36,0,0.994,0,Wednesday,Tuesday
B006363,H015,H015-R009,29/03/2024,24/09/2024,04/10/2024,179,10,4,OTA-Booking,Semi-Flex,118.1,1181,1,0,,0.212,0,1.034,0,Friday,Tuesday
B006364,H005,H005-R031,10/03/2025,11/06/2025,21/06/2025,93,10,2,OTA-Expedia,Flexible,103.74,1037.4,1,1,12/04/2025,0.611,0,1.011,0,Monday,Wednesday
B006365,H007,H007-R026,08/01/2025,19/06/2025,26/06/2025,162,7,2,OTA-Booking,Flexible,75.49,528.43,1,1,26/04/2025,0.131,1,0.923,0,Wednesday,Thursday
B006366,H008,H008-R053,31/12/2024,27/06/2025,30/06/2025,178,3,4,OTA-Expedia,Flexible,132.13,396.39,1,0,,0.73,1,1.073,0,Tuesday,Friday
B006367,H011,H011-R035,06/10/2024,17/12/2024,27/12/2024,72,10,3,Corporate,Flexible,73.14,731.4,1,1,15/12/2024,0.367,0,0.994,0,Sunday,Tuesday
B006368,H011,H011-R015,04/11/2024,07/03/2025,10/03/2025,123,3,3,Direct,NRF,59.31,177.93,0,1,27/12/2024,0.169,0,1.095,0,Monday,Friday
B006369,H006,H006-R004,10/11/2024,28/03/2025,03/04/2025,138,6,4,Direct,NRF,84.59,507.54,0,0,,0.374,0,1.016,0,Sunday,Friday
B006370,H015,H015-R033,08/01/2024,21/01/2024,27/01/2024,13,6,4,OTA-Expedia,Flexible,81.44,488.64,1,0,,0.461,0,0.912,0,Monday,Sunday
B006371,H007,H007-R010,15/04/2025,24/09/2025,27/09/2025,162,3,2,Direct,Flexible,86.11,258.33,1,1,05/07/2025,0.082,0,1.049,0,Tuesday,Wednesday
B006372,H008,H008-R044,13/03/2025,18/03/2025,27/03/2025,5,9,4,Phone,Flexible,85.06,765.54,1,0,,0.394,0,1.151,0,Thursday,Tuesday
B006373,H003,H003-R041,13/09/2025,27/10/2025,03/11/2025,44,7,3,OTA-Booking,Flexible,110.16,771.12,1,0,,0.438,0,0.965,0,Saturday,Monday
B006374,H013,H013-R016,11/01/2024,15/01/2024,23/01/2024,4,8,2,OTA-Expedia,Flexible,87.04,696.32,1,0,,0.329,0,0.969,0,Thursday,Monday
B006375,H006,H006-R004,15/11/2025,06/12/2025,09/12/2025,21,3,3,OTA-Expedia,Flexible,98.42,295.26,1,0,,0.296,0,1.034,0,Saturday,Saturday
B006376,H013,H013-R036,10/03/2025,04/05/2025,06/05/2025,55,2,4,Corporate,Flexible,115.29,230.58,1,1,12/04/2025,0.37,0,1.087,0,Monday,Sunday
B006377,H014,H014-R027,08/01/2024,12/03/2024,14/03/2024,64,2,4,Phone,Flexible,81.45,162.9,1,1,28/01/2024,0.569,0,1.042,0,Monday,Tuesday
B006378,H007,H007-R010,04/05/2024,14/07/2024,23/07/2024,71,9,3,Direct,Flexible,78.27,704.43,1,0,,0.346,1,1.05,0,Saturday,Sunday
B006379,H015,H015-R042,01/03/2024,25/07/2024,03/08/2024,146,9,4,OTA-Expedia,Flexible,114.03,1026.27,1,1,16/03/2024,0.531,0,1.087,0,Friday,Thursday
B006380,H011,H011-R011,01/07/2024,17/10/2024,23/10/2024,108,6,3,OTA-Booking,Flexible,79.38,476.28,1,0,,0.481,0,1.058,0,Monday,Thursday
B006381,H007,H007-R011,26/04/2024,22/06/2024,27/06/2024,57,5,2,OTA-Booking,Flexible,79.81,399.05,1,0,,0.274,1,0.99,0,Friday,Saturday
B006382,H015,H015-R051,14/05/2024,06/06/2024,16/06/2024,23,10,3,OTA-Expedia,NRF,135.13,1351.3,0,0,,0.357,0,0.991,0,Tuesday,Thursday
B006383,H008,H008-R053,10/01/2024,03/04/2024,10/04/2024,84,7,2,OTA-Booking,NRF,86.2,603.4,0,0,,0.876,0,0.969,0,Wednesday,Wednesday
B006384,H008,H008-R053,13/05/2025,24/10/2025,01/11/2025,164,8,2,Direct,Flexible,102.83,822.64,1,1,08/08/2025,0.161,0,0.993,0,Tuesday,Friday
B006385,H002,H002-R049,04/06/2025,15/06/2025,24/06/2025,11,9,3,OTA-Booking,NRF,146.64,1319.76,0,0,,0.624,0,0.958,0,Wednesday,Sunday
B006386,H015,H015-R022,15/05/2025,19/09/2025,29/09/2025,127,10,2,OTA-Booking,Flexible,116.79,1167.9,1,0,,0.125,0,0.919,0,Thursday,Friday
B006387,H014,H014-R008,19/07/2024,02/11/2024,10/11/2024,106,8,4,OTA-Expedia,NRF,73.63,589.04,0,0,,0.499,0,1.016,0,Friday,Saturday
B006388,H009,H009-R032,08/02/2025,14/05/2025,23/05/2025,95,9,2,Direct,Flexible,81.4,732.6,1,0,,0.663,0,0.863,0,Saturday,Wednesday
B006389,H010,H010-R003,21/06/2024,12/09/2024,15/09/2024,83,3,3,Corporate,Flexible,87.28,261.84,1,0,,0.557,0,0.955,0,Friday,Thursday
B006390,H005,H005-R007,09/01/2024,01/01/2024,09/01/2024,-8,8,4,OTA-Booking,Flexible,74.4,595.2,1,0,,0.639,0,1.029,1,Tuesday,Monday
B006391,H009,H009-R002,19/10/2024,29/10/2024,05/11/2024,10,7,2,Direct,NRF,80.6,564.2,0,0,,0.402,1,1.015,0,Saturday,Tuesday
B006392,H007,H007-R006,22/01/2024,07/02/2024,12/02/2024,16,5,3,Direct,NRF,46.5,232.5,0,0,,0.564,0,0.915,0,Monday,Wednesday
B006393,H008,H008-R047,16/12/2024,01/03/2025,10/03/2025,75,9,2,Direct,Semi-Flex,83.71,753.39,1,0,,0.252,0,1.067,0,Monday,Saturday
B006394,H009,H009-R030,05/06/2025,21/07/2025,29/07/2025,46,8,2,OTA-Booking,Flexible,86.31,690.48,1,0,,0.775,0,1.06,0,Thursday,Monday
B006395,H007,H007-R020,26/08/2024,02/10/2024,10/10/2024,37,8,3,Direct,Semi-Flex,61.9,495.2,1,1,14/09/2024,0.419,0,1,0,Monday,Wednesday
B006396,H002,H002-R014,08/01/2024,30/01/2024,07/02/2024,22,8,1,OTA-Booking,NRF,76.93,615.44,0,0,,0.504,0,1.064,0,Monday,Tuesday
B006397,H014,H014-R056,06/07/2025,12/08/2025,13/08/2025,37,1,4,Direct,Semi-Flex,124.39,124.39,1,0,,0.572,0,1.074,0,Sunday,Tuesday
B006398,H012,H012-R048,11/01/2024,11/04/2024,12/04/2024,91,1,2,Direct,Flexible,102.43,102.43,1,0,,0.579,0,0.986,0,Thursday,Thursday
B006399,H010,H010-R001,25/02/2025,14/03/2025,22/03/2025,17,8,1,OTA-Expedia,NRF,56.46,451.68,0,0,,0.551,0,0.917,0,Tuesday,Friday
B006400,H014,H014-R021,06/01/2024,25/04/2024,28/04/2024,110,3,1,Phone,Flexible,96.86,290.58,1,0,,0.445,0,0.994,0,Saturday,Thursday
B006401,H002,H002-R054,29/07/2024,03/09/2024,04/09/2024,36,1,4,Direct,Flexible,116.31,116.31,1,1,16/08/2024,0.128,0,0.963,0,Monday,Tuesday
B006402,H007,H007-R025,06/01/2024,10/03/2024,11/03/2024,64,1,3,Phone,NRF,56.39,56.39,0,0,,0.34,1,0.961,0,Saturday,Sunday
B006403,H004,H004-R008,31/08/2024,14/02/2025,16/02/2025,167,2,2,Direct,NRF,70.74,141.48,0,0,,0.359,0,1.003,0,Saturday,Friday
B006404,H009,H009-R006,20/05/2024,27/05/2024,05/06/2024,7,9,3,OTA-Booking,Flexible,66.57,599.13,1,0,,0.811,0,1.041,0,Monday,Monday
B006405,H013,H013-R029,06/01/2024,12/04/2024,21/04/2024,97,9,4,Phone,NRF,85.42,768.78,0,0,,0.246,0,1.071,0,Saturday,Friday
B006406,H003,H003-R044,14/01/2024,12/03/2024,21/03/2024,58,9,2,OTA-Booking,Semi-Flex,66.1,594.9,1,1,08/03/2024,0.185,0,1.084,0,Sunday,Tuesday
B006407,H013,H013-R058,08/01/2024,15/03/2024,21/03/2024,67,6,1,OTA-Booking,NRF,83.03,498.18,0,0,,0.55,1,0.937,0,Monday,Friday
B006408,H002,H002-R037,29/09/2024,31/10/2024,10/11/2024,32,10,3,OTA-Expedia,Flexible,111.49,1114.9,1,0,,0.712,1,0.973,0,Sunday,Thursday
B006409,H011,H011-R018,14/03/2025,21/03/2025,27/03/2025,7,6,2,Direct,NRF,62.54,375.24,0,0,,0.515,0,1.032,0,Friday,Friday
B006410,H005,H005-R007,09/01/2024,20/03/2024,22/03/2024,71,2,1,OTA-Booking,Flexible,64.65,129.3,1,0,,0.398,1,0.967,0,Tuesday,Wednesday
B006411,H007,H007-R005,16/02/2024,09/07/2024,11/07/2024,144,2,2,OTA-Booking,NRF,80.08,160.16,0,0,,0.313,0,0.81,0,Friday,Tuesday
B006412,H013,H013-R028,16/06/2025,02/10/2025,04/10/2025,108,2,4,OTA-Expedia,Semi-Flex,112.1,224.2,1,0,,0.449,1,0.952,0,Monday,Thursday
B006413,H015,H015-R043,17/03/2024,06/09/2024,07/09/2024,173,1,1,OTA-Expedia,Flexible,124.5,124.5,1,0,,0.263,0,0.871,0,Sunday,Friday
B006414,H003,H003-R004,05/05/2024,31/10/2024,10/11/2024,179,10,2,OTA-Expedia,Flexible,104.77,1047.7,1,0,,0.847,0,1.085,0,Sunday,Thursday
B006415,H010,H010-R003,10/07/2025,30/07/2025,31/07/2025,20,1,3,OTA-Expedia,Flexible,68.79,68.79,1,0,,0.444,0,0.865,0,Thursday,Wednesday
B006416,H009,H009-R014,26/05/2025,13/09/2025,18/09/2025,110,5,3,OTA-Booking,Semi-Flex,101.14,505.7,1,0,,0.352,1,0.947,0,Monday,Saturday
B006417,H001,H001-R009,15/06/2025,05/10/2025,14/10/2025,112,9,4,Phone,Flexible,68.24,614.16,1,0,,0.337,0,0.922,0,Sunday,Sunday
B006418,H009,H009-R008,23/02/2025,22/07/2025,27/07/2025,149,5,2,Direct,NRF,82.11,410.55,0,0,,0.299,0,0.998,0,Sunday,Tuesday
B006419,H008,H008-R011,05/01/2025,11/04/2025,13/04/2025,96,2,2,OTA-Booking,Flexible,91.6,183.2,1,0,,0.255,0,0.991,0,Sunday,Friday
B006420,H002,H002-R024,13/04/2025,06/05/2025,12/05/2025,23,6,3,OTA-Expedia,Semi-Flex,109.93,659.58,1,0,,0.581,0,0.834,0,Sunday,Tuesday
B006421,H010,H010-R017,22/08/2024,15/01/2025,17/01/2025,146,2,2,Direct,Flexible,52.66,105.32,1,0,,0.617,0,1.157,0,Thursday,Wednesday
B006422,H007,H007-R009,11/02/2025,18/04/2025,25/04/2025,66,7,2,Corporate,Flexible,62.92,440.44,1,0,,0.416,0,0.941,0,Tuesday,Friday
B006423,H010,H010-R006,30/09/2024,05/10/2024,10/10/2024,5,5,3,OTA-Expedia,Flexible,78.06,390.3,1,0,,0.448,0,1.049,0,Monday,Saturday
B006424,H015,H015-R062,25/09/2024,12/03/2025,20/03/2025,168,8,2,Direct,Semi-Flex,73.1,584.8,1,0,,0.214,0,1.073,0,Wednesday,Wednesday
B006425,H007,H007-R016,11/08/2025,07/09/2025,17/09/2025,27,10,3,OTA-Expedia,Flexible,79.58,795.8,1,0,,0.468,0,1.128,0,Monday,Sunday
B006426,H005,H005-R026,24/08/2024,10/11/2024,12/11/2024,78,2,1,Corporate,Flexible,70.59,141.18,1,0,,0.242,0,1.048,0,Saturday,Sunday
B006427,H005,H005-R024,13/06/2024,13/06/2024,19/06/2024,0,6,4,OTA-Expedia,Semi-Flex,112.2,673.2,1,0,,0.205,0,1.018,0,Thursday,Thursday
B006428,H006,H006-R041,28/09/2025,05/10/2025,09/10/2025,7,4,4,OTA-Booking,NRF,114.65,458.6,0,0,,0.282,0,1.11,0,Sunday,Sunday
B006429,H006,H006-R039,03/06/2024,08/07/2024,10/07/2024,35,2,3,Phone,NRF,111.88,223.76,0,0,,0.595,0,1.13,0,Monday,Monday
B006430,H002,H002-R032,08/10/2024,18/12/2024,22/12/2024,71,4,3,OTA-Expedia,Flexible,89.19,356.76,1,0,,0.261,0,1.003,0,Tuesday,Wednesday
B006431,H011,H011-R009,15/08/2025,07/10/2025,13/10/2025,53,6,2,Direct,Semi-Flex,100.01,600.06,1,1,04/09/2025,0.273,0,0.956,0,Friday,Tuesday
B006432,H013,H013-R040,13/02/2024,05/05/2024,14/05/2024,82,9,4,OTA-Booking,Flexible,117.93,1061.37,1,1,31/03/2024,0.406,0,1.061,0,Tuesday,Sunday
B006433,H012,H012-R068,18/06/2025,11/09/2025,20/09/2025,85,9,2,Corporate,Semi-Flex,117.68,1059.12,1,0,,0,0,0.918,0,Wednesday,Thursday
B006434,H001,H001-R019,28/06/2024,11/07/2024,20/07/2024,13,9,4,OTA-Booking,NRF,87.77,789.93,0,0,,0.478,1,1.045,0,Friday,Thursday
B006435,H002,H002-R020,07/05/2025,06/08/2025,10/08/2025,91,4,3,OTA-Booking,Flexible,123.36,493.44,1,0,,0.749,0,1.096,0,Wednesday,Wednesday
B006436,H004,H004-R026,04/03/2024,24/05/2024,01/06/2024,81,8,3,Phone,Flexible,90.48,723.84,1,0,,0.266,0,1.065,0,Monday,Friday
B006437,H013,H013-R068,18/01/2024,18/05/2024,27/05/2024,121,9,2,OTA-Booking,Flexible,121.11,1089.99,1,0,,0.544,0,0.973,0,Thursday,Saturday
B006438,H007,H007-R002,20/05/2024,01/11/2024,06/11/2024,165,5,3,OTA-Booking,Flexible,46.44,232.2,1,1,26/10/2024,0.326,0,0.895,0,Monday,Friday
B006439,H012,H012-R001,21/01/2024,03/03/2024,09/03/2024,42,6,1,OTA-Expedia,NRF,106.46,638.76,0,0,,0.352,0,1.219,0,Sunday,Sunday
B006440,H010,H010-R026,17/08/2024,01/10/2024,02/10/2024,45,1,2,OTA-Booking,Flexible,71.37,71.37,1,0,,0.391,0,0.946,0,Saturday,Tuesday
B006441,H001,H001-R016,25/04/2025,28/07/2025,03/08/2025,94,6,3,OTA-Booking,NRF,74.24,445.44,0,0,,0.437,0,0.963,0,Friday,Monday
B006442,H001,H001-R012,07/03/2024,18/04/2024,23/04/2024,42,5,4,OTA-Booking,Flexible,58.1,290.5,1,0,,0.578,0,1.138,0,Thursday,Thursday
B006443,H005,H005-R008,11/08/2024,13/12/2024,20/12/2024,124,7,2,Phone,NRF,57.79,404.53,0,0,,0.363,0,0.884,0,Sunday,Friday
B006444,H010,H010-R011,11/02/2025,13/03/2025,14/03/2025,30,1,4,OTA-Booking,NRF,51.36,51.36,0,0,,0.807,0,1.023,0,Tuesday,Thursday
B006445,H015,H015-R027,12/06/2024,23/09/2024,25/09/2024,103,2,1,OTA-Booking,Flexible,133.06,266.12,1,0,,0.124,0,0.922,0,Wednesday,Monday
B006446,H014,H014-R067,20/10/2024,04/01/2025,07/01/2025,76,3,3,OTA-Booking,Semi-Flex,90.79,272.37,1,1,28/11/2024,0.305,1,0.96,0,Sunday,Saturday
B006447,H014,H014-R010,13/07/2024,13/07/2024,17/07/2024,0,4,1,OTA-Booking,Flexible,127.46,509.84,1,0,,0.769,2,0.989,0,Saturday,Saturday
B006448,H008,H008-R062,04/04/2025,09/06/2025,15/06/2025,66,6,1,OTA-Booking,NRF,119.93,719.58,0,0,,0.407,0,0.941,0,Friday,Monday
B006449,H007,H007-R010,05/01/2024,21/03/2024,28/03/2024,76,7,4,OTA-Booking,NRF,45.05,315.35,0,0,,0.369,1,0.928,0,Friday,Thursday
B006450,H013,H013-R030,03/01/2024,18/03/2024,25/03/2024,75,7,4,Corporate,NRF,73.4,513.8,0,0,,0.337,0,0.915,0,Wednesday,Monday
B006451,H014,H014-R067,16/02/2025,10/06/2025,19/06/2025,114,9,1,OTA-Booking,Flexible,129.88,1168.92,1,0,,0.749,0,0.958,0,Sunday,Tuesday
B006452,H006,H006-R026,20/01/2024,21/06/2024,23/06/2024,153,2,3,OTA-Booking,NRF,136.13,272.26,0,0,,0.565,0,1.011,0,Saturday,Friday
B006453,H008,H008-R041,03/04/2024,29/06/2024,09/07/2024,87,10,1,OTA-Expedia,NRF,138.77,1387.7,0,0,,0.473,0,1.009,0,Wednesday,Saturday
B006454,H006,H006-R066,22/12/2024,02/02/2025,09/02/2025,42,7,2,Corporate,NRF,87.26,610.82,0,0,,0.388,0,0.978,0,Sunday,Sunday
B006455,H009,H009-R006,12/01/2024,16/02/2024,26/02/2024,35,10,2,Phone,NRF,49.07,490.7,0,0,,0.236,0,1.124,0,Friday,Friday
B006456,H003,H003-R008,28/03/2024,29/08/2024,01/09/2024,154,3,4,Direct,Flexible,124.19,372.57,1,0,,0.687,1,0.98,0,Thursday,Thursday
